id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
eliza,eliza,Eliza,0.074428,74531277,665,74531277.0,14513962.0,0.090635,0.062143,0.00663662,9.78971,5764368.0,8.38247,999997750.54,999997750.54,999997750.54,-54.55329,496.11172
wise-monkey,monky,Wise Monkey,8.78e-06,74457471,667,74457471.0,3012459.0,9.05e-06,8.55e-06,8.5245e-08,0.98075,428975.0,0.57947,8500000000000.0,8500000000000.0,10000000000000.0,-67.90233,7.61773
ora-coin,ora,ORA Coin,2.03,74405721,672,676415654.0,5112411.0,2.79,2.01,-0.4517000314680737,-18.21603,-15629337.407365456,-17.35917,36666666.33,333333333.0,333333333.0,-62.0647,56.07376
ox-fun,ox,OX Coin,0.02169576,74142086,669,74142086.0,2033339.0,0.02288066,0.02141004,9.58e-05,0.44353,225844.0,0.30554,3417354031.558919,3417354031.558919,9857348536.0,-38.52368,789.00311
xion-2,xion,XION,2.9,74107937,670,579889444.0,10175450.0,3.15,2.83,-0.1710590552908644,-5.57111,-4514473.492597714,-5.74197,25559333.0,200000000.0,,-57.54612,9.16164
trufin-staked-matic,trumatic,TruFin Staked MATIC,0.483729,74105011,671,74105011.0,2971.24,0.497746,0.470366,-0.00862064433132026,-1.75092,-1469704.6228069067,-1.9447,153125175.4014372,153125175.4014372,,-63.68697,58.31548
origin-protocol,ogn,Origin Token,0.106602,74038724,668,149900487.0,8508196.0,0.109533,0.103197,-0.000765445291352307,-0.71292,-835671.6378067285,-1.1161,696260487.0,1409664846.0,1409664846.0,-96.81279,81.2439
empyreal,emp,Empyreal,245.79,73729190,673,73729190.0,1682213.0,261.35,221.16,7.32,3.06882,2074448.0,2.89506,300000.0,300000.0,300000.0,-50.42688,1903.75513
andy-4,andy,ANDY,7.39671e-07,73497730,674,73497730.0,4721822.0,8.23747e-07,5.09072e-07,1.73597e-07,30.66683,15851712.0,27.49836,100000000000000.0,100000000000000.0,100000000000000.0,-9.55962,165.44326
apex-token-2,apex,ApeX,1.47,73337515,677,737399743.0,50035538.0,1.55,1.42,-0.06523157897629606,-4.23545,-1622169.1373313218,-2.16406,49727109.0,500000000.0,1000000000.0,-61.6252,1230.95177
kekius-maximus,kekius,Kekius Maximus,0.073748,73314951,675,73314951.0,52912146.0,0.089485,0.072493,-0.012676153277115132,-14.66743,-10648071.377468467,-12.68186,1000000000.0,1000000000.0,1000000000.0,-81.86114,10409.21097
euler,eul,Euler,3.92,73203755,679,106493329.0,316485.0,4.11,3.77,0.00752868,0.19233,-1304734.240174085,-1.75112,18685530.67,27182818.28459,27182818.0,-69.28588,173.31454
binance-peg-avalanche,avax,Binance-Peg Avalanche,36.37,72793682,678,72793682.0,223265.0,37.77,35.71,-0.7482622545108413,-2.01607,-1889674.573892206,-2.53025,2000000.0,2000000.0,,-74.97521,317.72328
gogopool,ggp,GoGoPool,10.22,72577009,680,198003848.0,215102.0,10.71,8.73,1.048,11.42806,7404234.0,11.36093,7091636.87465495,19347330.7164731,22500000.0,-47.99755,586.44129
rune-pups,pups,Pups (Bitcoin),0.072696,72500811,681,72500811.0,760126.0,0.080351,0.068686,-0.000810808696967175,-1.10304,-1261340.2301752418,-1.71001,1000000000.0,1000000000.0,1000000000.0,-98.12251,240.34606
usdx,usdx,USDX,0.64948,72424758,682,72424758.0,166952.0,0.721425,0.642853,-0.024229109634140156,-3.59637,-2754715.3245729804,-3.66419,111568045.0,111568045.0,,-83.30763,547.66314
ripple-usd,rlusd,Ripple USD,1.001,72376186,683,72376186.0,94711403.0,1.007,0.987391,0.00332038,0.33294,217498.0,0.30142,72300301.0,72300301.0,,-6.72976,3.983
watcoin-2,watc,WATCoin,0.00144612,72195904,684,80161524.0,51498.0,0.00147271,0.0014222,-2.3063110971479e-05,-1.56979,-1592966.6729469001,-2.15882,50035020635.0,55555555555.0,55555555555.0,-12.81425,22.83906
luna-by-virtuals,luna,Luna by Virtuals,0.072217,72125506,685,72125506.0,7371990.0,0.085344,0.070525,-0.004087477171178841,-5.35682,-4553734.623437703,-5.93868,1000000000.0,1000000000.0,1000000000.0,-71.31677,738.60239
top-hat,hat,Top Hat,0.073448,72079302,676,72079302.0,7553698.0,0.080718,0.060429,0.00541415,7.95808,4980362.0,7.42242,989998440.649659,989998440.649659,1000000000.0,-29.46603,8668.23616
keep-network,keep,Keep Network,0.131055,72033112,686,131036885.0,27537.0,0.15331,0.1242,0.00419424,3.30618,2299023.0,3.29684,549716300.2685891,1000000000.0,1000000000.0,-97.85176,587.84042
resolv-rlp,rlp,Resolv RLP,1.15,71947597,687,71947597.0,850545.0,1.16,1.12,0.00574149,0.5037,1600437.0,2.27506,62777611.50434814,62777611.50434814,,-4.4679,9.90043
phoenix-global,phb,Phoenix,1.4,71853864,688,71853864.0,7564564.0,1.47,1.38,-0.05049844718133922,-3.48935,-3026913.461924657,-4.04231,51400778.7277813,51400778.7277813,64000000.0,-64.8564,1867.4058
dforce-token,df,dForce,0.072501,71349764,689,72595486.0,8241176.0,0.077627,0.071349,-0.001335367117348676,-1.80855,-1771933.937140569,-2.42327,982767641.4134799,999926146.6275177,999926146.6275177,-95.15125,246.53517
wagmi-2,wagmi,Wagmi,0.0443813,71106964,690,219759429.0,5837209.0,0.050319,0.04179118,-0.004708818070169929,-9.59219,-7497709.889808297,-9.5385,1601458321.989855,4949382527.436604,,-15.0094,943.65064
dinero-2,dinero,Dinero,0.111003,71086110,691,137783395.0,1354318.0,0.121727,0.101727,0.00800771,7.77485,4951251.0,7.4866,640180406.9598786,1240836348.244169,1300000000.0,-42.95495,270.10701
mobox,mbox,Mobox,0.176259,70953508,694,97015014.0,9188827.0,0.183621,0.172135,-0.004547790847833716,-2.51527,-1900058.6334123462,-2.60805,401819385.0,549409240.0,1000000000.0,-98.85672,50.83467
strike,strike,Strike,13.08,70847922,695,85315938.0,301401187.0,20.74,12.7,-1.6279849274407514,-11.06922,-8552793.919135034,-10.77168,5431673.576538353,6540888.0,6540888.0,-83.49136,171.20003
humanscape,hpo,Hippocrat,0.068316,70832632,692,74255377.0,10376650.0,0.077027,0.06759,-0.00350771850204,-4.8838,-3065246.2593781203,-4.14795,1034734273.38,1084734273.38,1084734273.38,-93.10022,102519.58604
stader-maticx,maticx,Stader MaticX,0.514565,70738417,693,70738417.0,27327.0,0.529065,0.499643,-0.007392752045743745,-1.41635,-1083886.5601596981,-1.50912,137535115.7557118,137535115.7557118,10000000000.0,-75.10249,89.64274
cudos,cudos,Cudos,0.00955644,70493392,697,89059512.0,10196.56,0.01024589,0.00844433,-0.000680210910706101,-6.64486,-5035363.363477379,-6.66682,7375147428.0,9317568774.0,10000000000.0,-92.62618,475.65202
moviebloc,mbl,MovieBloc,0.00387483,70477200,696,116197466.0,17640921.0,0.00484382,0.00378096,-6.4683551866907e-05,-1.64192,-1145892.7582535446,-1.59989,18195887214.0,30000000000.0,30000000000.0,-91.38229,803.06153
ignition-fbtc,fbtc,Ignition FBTC,93787.0,70407759,698,1263876805.0,1244734.0,95329.0,90803.0,-206.67988925275858,-0.21989,-476817.27329701185,-0.67267,750.79690102,13477.4178064,,-14.96311,717.68269
clover-finance,clv,Clover Finance,0.057457,70392777,699,115007636.0,5717694.0,0.059869,0.056112,-0.001462201669803431,-2.4817,-1871074.0082298517,-2.58923,1224140929.0,2000000000.0,,-96.94869,132.67564
radio-caca,raca,Radio Caca,0.00017097,70345359,700,71201829.0,5276839.0,0.00017802,0.00016691,-4.04001361124e-06,-2.30841,-1845134.6138445288,-2.55592,410670371068.1891,415670371068.1894,500000000000.0,-98.56497,104.96487
unizen,zcx,Unizen,0.10222,70343875,701,96688410.0,1140444.0,0.110034,0.101382,-0.006820140259142113,-6.2547,-4744923.929657504,-6.31908,688927743.357031,946938568.2935846,946938568.2935846,-98.54791,157.36534
alien-worlds,tlm,Alien Worlds,0.01233408,70282668,702,81279251.0,10165364.0,0.01269772,0.01193725,-0.000126646764396502,-1.01637,-900185.2979429215,-1.26461,5691013121.0751,6581441669.022,10000000000.0,-98.3305,68.30154
pangolin,png,Pangolin,0.320982,70191752,703,172928864.0,922147.0,0.334329,0.318955,-0.008072270935786774,-2.45318,-1803416.033437848,-2.50491,218373971.0,538000000.0,538000000.0,-98.29478,2622.33355
milady-cult-coin,cult,Milady Cult Coin,0.00164755,69785863,704,163230081.0,1147211.0,0.00187098,0.00162395,-0.000206568347814415,-11.14106,-9678610.811780483,-12.1798,42753064932.86174,99999999999.99998,100000000000.0,-78.97234,4.10473
bc-token,bc,BCGame Coin,0.00695406,69675679,705,69675679.0,12479.58,0.00717234,0.00666818,-1.888137627784e-06,-0.02714,-349137.1831599325,-0.49859,9999999997.018085,9999999997.018085,10000000000.0,-14.99646,4.47131
solend,slnd,Solend,0.8211,69360419,706,137087973.0,37125.0,0.844925,0.766941,0.04366261,5.61622,12668959.0,22.34721,50595554.001905,100000000.0,100000000.0,-95.06472,201.13328
chainflip,flip,Chainflip,1.096,68920966,707,104551437.0,1014716.0,1.13,1.085,-0.01984736870971404,-1.77803,-1111037.8473763764,-1.58647,62886830.00359861,95397799.00359862,,-88.42525,53.72163
send-2,send,Sendcoin,0.06857,68635183,709,68635183.0,6354585.0,0.077585,0.058328,0.00770028,12.65049,8091589.0,13.3649,999999941.24,999999941.24,,-57.82723,4871.37018
mossland,moc,Mossland,0.161701,68467709,711,80837516.0,712861475.0,0.196688,0.142452,0.00831981,5.42426,5381570.0,8.53051,423489688.0,500000000.0,500000000.0,-68.67892,7296.09976
saucerswap,sauce,SaucerSwap,0.091932,68442431,710,91735299.0,798218.0,0.096284,0.089634,-0.002015192004574493,-2.14503,-1703848.4395200014,-2.42899,746086091.220579,1000000000.0,1000000000.0,-60.67672,819.97444
storm,stmx,StormX,0.0062307,68408805,708,77737279.0,35845943.0,0.00756941,0.00598393,-0.000111648313505971,-1.76036,-315363.93451046944,-0.45888,11000000000.0,12500000000.0,12500000000.0,-96.22004,981.79263
islamic-coin,islm,Islamic Coin,0.04475059,68236439,712,901801065.0,1821938.0,0.04655862,0.04458614,-0.001219721966279876,-2.65328,-1816189.3010237366,-2.59261,1527076390.214729,20181579414.07027,100000000000.0,-85.25742,24.23121
orbit-3,grift,ORBIT,0.081178,67917174,713,77178660.0,17686515.0,0.080558,0.04283728,0.02479292,43.97041,19664116.0,40.75206,879994925.821438,999994926.579874,999999126.15,-14.15485,923.10057
apf-coin,apfc,APF coin,0.839801,67719125,714,210902755.0,2052739.0,0.860339,0.805931,-0.00250879890139144,-0.29785,-214011.70367492735,-0.31503,80272926.35048729,250000000.0,250000000.0,-14.76206,458.69279
kujira,kuji,Kujira,0.552754,67689521,715,67706137.0,466353.0,0.585314,0.531378,-0.013974687622868132,-2.46585,-1543374.2826168984,-2.22925,122344449.877696,122374481.990696,122398170.0,-90.04682,30860.61717
alpha-finance,alpha,Stella,0.073767,66923549,716,73623267.0,7069170.0,0.076369,0.071073,-0.000732297635956641,-0.98296,-1067310.9738910943,-1.56979,909000000.0,1000000000.0,1000000000.0,-97.48025,179.81207
vulcan-forged,pyr,Vulcan Forged,2.77,66354016,719,138829293.0,7352437.0,2.9,2.73,-0.10673441557722985,-3.71038,-2720142.43339628,-3.938,23897700.0,50000000.0,50000000.0,-94.36548,138.55991
bakerytoken,bake,BakerySwap,0.229923,66337342,717,66582137.0,6844349.0,0.237113,0.223116,-0.003589252752690619,-1.53707,-1099760.7867420241,-1.63079,288705144.0,289770511.79138744,731535869.956306,-97.2508,2617.24962
nkn,nkn,NKN,0.084536,66195823,718,66199318.0,4571297.0,0.087477,0.082854,-0.001268815836939469,-1.47873,-1198050.4541912824,-1.77768,783000657.9348283,783042000.5258936,1000000000.0,-94.09321,1170.05737
dasha,vvaifu,Dasha,0.066614,66117374,720,66117374.0,13323345.0,0.080323,0.058118,0.00127406,1.94989,95222.0,0.14423,993641682.066578,993641682.066578,999904308.86,-67.83558,5936.63962
parsiq,prq,PARSIQ,0.225477,66042281,721,69990062.0,2353842.0,0.23649,0.21879,-0.00690231071711303,-2.97028,-2191635.5013519153,-3.21194,292756872.0,310256872.0,310256872.0,-91.36692,12057.06281
orchid-protocol,oxt,Orchid Protocol,0.110774,65326574,722,110433870.0,4884321.0,0.114925,0.109039,-0.003247859353988497,-2.84844,-2227478.694396727,-3.29733,591544728.9516798,1000000000.0,,-89.17852,137.90351
alpha-quark-token,aqt,Alpha Quark,2.43,65123902,724,72883027.0,418673362.0,3.23,2.41,-0.5015241456376476,-17.10754,-12579395.123533249,-16.18901,26806201.0,30000000.0,30000000.0,-84.2161,292.7479
bridged-usd-coin-optimism,usdc.e,Standard Bridged USDC.e (Optimism),0.997342,65099698,723,65099698.0,8413036.0,1.005,0.993971,0.00023702,0.02377,-4272261.688027367,-6.15848,65314995.685385,65314995.685385,,-4.98658,5.21963
zksync-bridged-usdc-zksync,usdc,zkSync Bridged USDC (zkSync),0.999376,64843713,725,64843713.0,10188354.0,1.006,0.984812,2.682e-05,0.00268,3169252.0,5.13868,64884187.220357,64884187.220357,,-4.14985,4.3626
stader,sd,Stader,1.21,64496515,726,145249308.0,6423206.0,1.26,1.15,0.03783925,3.22526,1703425.0,2.71276,53284810.57951182,120000000.0,150000000.0,-95.9896,410.84327
xpla,xpla,XPLA,0.083212,64187949,729,166460531.0,198011.0,0.087151,0.082932,-0.002208704534204062,-2.58568,-1671835.1646886915,-2.53848,771181205.1442926,1999927311.432799,2000000000.0,-94.07477,8.84989
ix-swap,ixs,IX Swap,0.356859,64126859,728,64126859.0,193712.0,0.366355,0.335109,0.00066899,0.18782,-115908.1600581333,-0.18042,180000000.0,180000000.0,180000000.0,-57.07965,3841.27406
ancient8,a8,Ancient8,0.27525,63878172,730,275336948.0,1781855.0,0.280308,0.25797,-0.003681229847468381,-1.31976,-1128235.2194894105,-1.73558,231999998.7,1000000000.0,1000000000.0,-44.20949,343.98809
radiant-capital,rdnt,Radiant Capital,0.053719,63717156,727,80376025.0,16177011.0,0.055311,0.052439,-0.001264439160492556,-2.29969,-1794324.7372987792,-2.73895,1189107502.0,1500000000.0,1500000000.0,-90.83927,380.16108
thena,the,Thena,1.15,63570468,731,276372424.0,28115515.0,1.22,1.15,-0.04901979104604926,-4.07843,-2804376.6182727665,-4.22506,55131121.61750301,239682390.1902524,310000000.0,-71.40652,1915.85963
lista,lista,Lista DAO,0.356772,63490672,733,356214430.0,8401819.0,0.370773,0.349855,-0.008918309738337793,-2.43876,-1985972.9754928276,-3.0331,178237227.22543275,1000000000.0,1000000000.0,-57.6683,41.74054
carry,cre,Carry,0.00634322,63412652,732,63412652.0,78.02,0.00646197,0.00583483,0.00022257,3.63633,2118323.0,3.45598,10000000000.0,10000000000.0,10000000000.0,-92.46203,2013.27572
marblex,mbx,Marblex,0.351974,63337580,737,113284959.0,492605.0,0.362544,0.350614,-0.002215774098397016,-0.62559,4958.02,0.00783,179760697.5242902,321518178.0,1000000000.0,-98.30302,7.74495
renzo,rez,Renzo,0.03137657,63275145,738,315772144.0,11033478.0,0.03273568,0.03036146,-0.000523769346312979,-1.64189,-887402.8883246183,-1.38305,2003822900.379183,10000000000.0,10000000000.0,-88.72101,8.34842
tokenbot-2,clanker,tokenbot,62.85,63132337,735,63132337.0,9345397.0,68.96,57.84,3.14,5.24985,4030107.0,6.81888,1000000.0,1000000.0,1000000.0,-54.77511,9684.23413
aergo,aergo,Aergo,0.134457,63068963,736,67094643.0,6908851.0,0.143344,0.13269,-0.005167788050416677,-3.70119,-2532786.3877492696,-3.86085,469999995.7689212,500000000.0,500000000.0,-76.47092,894.29648
concierge-io,ava,AVA (Travala),1.12,62977853,734,74124652.0,43878338.0,1.16,1.075,-0.011009449386783166,-0.97663,-788270.4857951552,-1.23619,56565846.973038,66577749.00000001,100000000.0,-82.61943,9090.0644
liquity-usd,lusd,Liquity USD,0.998005,62805012,740,62805012.0,1763788.0,1.007,0.979726,-0.001097544899122838,-0.10985,1158282.0,1.8789,62840408.06889407,62840408.06889407,,-13.71706,11.45443
catizen,cati,Catizen,0.303086,62593157,741,303850275.0,22374626.0,0.316903,0.294664,-0.004892233414896863,-1.5885,-1135447.0587817654,-1.78169,206000000.0,1000000000.0,1000000000.0,-72.43512,14.78455
stafi,fis,Stafi,0.415294,62445346,743,62445469.0,4679756.0,0.433674,0.40198,-0.002399137031057652,-0.57438,-481209.4422387555,-0.76472,150358118.3048746,150358412.778002,150358412.778002,-91.1663,134.87576
metadium,meta,Metadium,0.03665297,62429038,742,73290348.0,15514599.0,0.04013421,0.03470799,6.547e-05,0.17895,204988.0,0.32944,1703608720.0,2000000000.0,2000000000.0,-91.91071,1141.16252
masa-finance,masa,Masa,0.161044,62393048,739,252959374.0,9145351.0,0.171952,0.146846,0.00580883,3.74195,1826556.0,3.01579,387355086.4954644,1570449011.482895,1588866523.0,-79.94523,412.9621
zebec-network,zbcn,Zebec Network,0.00089751,62355184,744,89646396.0,7897902.0,0.00091019,0.00086177,2.061e-05,2.34996,1539030.0,2.53063,69556413093.61482,99999412494.29482,100000000000.0,-74.31695,28.36461
metfi-2,metfi,MetFi,0.304892,61944695,746,146758045.0,453447.0,0.307052,0.281922,0.01797093,6.26338,3717885.0,6.38518,203132079.96258047,481256171.556871,500000000.0,-94.65202,130.08216
lukso-token-2,lyx,LUKSO,2.03,61834264,747,85401923.0,994673.0,2.14,1.91,-0.003700042385257785,-0.18152,-75116.10471557826,-0.12133,30380443.91649334,41959719.2554127,,-82.46587,70.38125
h2o-dao,h2o,H2O Dao,0.074934,61743906,748,74841098.0,580466.0,0.076127,0.073005,-0.000215424373232978,-0.28666,-289648.01375739276,-0.46692,825000000.0,1000000000.0,,-94.70296,2.91937
gods-unchained,gods,Gods Unchained,0.179761,61668260,749,89917269.0,1079975.0,0.184889,0.176324,-0.00357469426326093,-1.94981,-1278018.8056739047,-2.03033,342916668.0649,500000000.0,500000000.0,-97.9586,92.38498
gama-coin,gama,GAMA Coin,0.948947,61662463,745,94865377.0,4125178.0,0.965141,0.925927,-0.004381842830341265,-0.45964,-452530.12167533487,-0.72854,64999941.0,99999961.0,,-13.51001,2.42905
geodnet,geod,Geodnet,0.242111,61212777,750,239681481.0,416555.0,0.243877,0.239628,-0.000617816668913057,-0.25453,-137455.9692428559,-0.22405,252924987.0,990339568.0,1000000000.0,-32.22904,607.8125
mainframe,mft,Mainframe,0.00649498,60965426,751,64949752.0,45505.0,0.0064943,0.00601849,0.00019863,3.15462,2013068.0,3.41474,9386552598.643353,10000000000.0,10000000000.0,-89.22371,1562.90248
rekt-4,rekt,Rekt,1.43103e-07,60864892,753,60864892.0,10377812.0,1.45782e-07,1.40603e-07,-2.679376134e-09,-1.83793,-1135259.3653292507,-1.83106,424763221108352.0,424763221108352.0,420690000000000.0,-54.849,152.50919
alexgo,alex,ALEX Lab,0.074691,60836566,752,74724418.0,1080029.0,0.077184,0.073248,-0.001432070950654785,-1.88125,-1121361.7769264579,-1.80988,814145729.6146754,1000000000.0,1000000000.0,-86.10952,575.87597
parallelai,pai,ParallelAI,0.60602,60711094,754,60711094.0,2477962.0,0.663444,0.583568,-0.05742408009027866,-8.65545,-5660591.650516309,-8.52862,100000000.0,100000000.0,100000000.0,-49.29129,660.10908
bluefin,blue,Bluefin,0.382511,60696171,755,383920117.0,35084821.0,0.408912,0.372607,-0.011119436937176095,-2.82484,-1306048.7835338637,-2.10645,158095833.0,1000000000.0,1000000000.0,-55.30189,105.39953
parcl,prcl,Parcl,0.270202,60481785,756,271220539.0,25618980.0,0.282376,0.24713,0.00184172,0.68629,726492.0,1.21578,222998544.711,1000000000.0,1000000000.0,-63.11786,135.94121
we-love-t,tits,We Love Tits,0.060203,60344813,757,60344813.0,1253235.0,0.07099,0.04580039,0.01319271,28.0636,12867946.0,27.10361,999930580.9874953,999930580.9874953,999930659.79,-87.55137,48.19433
radicle,rad,Radworks,1.21,60339336,758,121090822.0,8882281.0,1.25,1.2,-0.03664615904995738,-2.94953,-1683758.6656526178,-2.71473,49829110.566345654,99998580.0,100000000.0,-95.62056,41.60581
swarmnode-ai,snai,SwarmNode.ai,0.066846,60250174,759,66761471.0,17221874.0,0.074972,0.058553,-0.003699973559244576,-5.24478,-3987696.786055982,-6.2077,902461688.888664,999991644.388664,1000000000.0,-48.87699,963.68566
cortex,ctxc,Cortex,0.265449,60219509,760,79677587.0,5950356.0,0.277766,0.262127,-0.00910158753799778,-3.31509,-2027057.799882263,-3.2565,226580086.53125,299792458.0,,-88.89324,760.01981
binance-usd,busd,BUSD,0.990342,60173583,762,60173583.0,2489.69,1.003,0.9792,-0.007417852379679069,-0.74345,-2911016.536277123,-4.61446,60490548.10594552,60490548.10594552,,-61.66281,35.98771
skey-network,skey,Skey Network,0.08313,59980819,761,83262582.0,377095.0,0.085922,0.078996,-0.002361846593172096,-2.76265,-1633095.6132802293,-2.65053,720381438.0,1000000000.0,1000000000.0,-85.11478,934.87334
openserv,serv,OpenServ,0.090172,59936630,763,90287357.0,1002127.0,0.103285,0.089703,-0.012430261904379486,-12.11498,-8171537.368153147,-11.99788,663843000.0,1000000000.0,1000000000.0,-35.14342,1239.53553
xborg,xbg,XBorg,0.277562,59769312,764,277996703.0,894725.0,0.298092,0.26255,-0.016321023954282088,-5.55358,-3921139.599902801,-6.15656,215000074.0,1000000000.0,1000000000.0,-33.25928,417.65726
minswap,min,Minswap,0.04395479,59582226,766,132105070.0,383020.0,0.0461223,0.04122926,0.00059803,1.37933,936918.0,1.5976,1353064468.39269,3000000000.0,3000000000.0,-31.08819,261.18122
super-champs,champ,Super Champs,0.0672,59563252,765,67272704.0,1127567.0,0.069498,0.064583,0.00044668,0.66915,383251.0,0.6476,885400000.0,1000000000.0,1000000000.0,-40.22594,399.57467
bifrost,bfc,Bifrost,0.04206601,58894011,772,100264812.0,4715462.0,0.04312828,0.04169894,-0.000478237935519182,-1.1241,-253268.48794908077,-0.4282,1391269925.662982,2368584074.0,,-94.59403,157.63629
sekoia-by-virtuals,sekoia,sekoia by Virtuals,0.05868,58757267,768,58757267.0,5056426.0,0.077123,0.058322,-0.009424076486909185,-13.83774,-10431990.600647599,-15.07747,1000000000.0,1000000000.0,1000000000.0,-29.9556,4881.00542
synfutures,f,SynFutures,0.04500946,58751712,767,450094616.0,43049898.0,0.04693422,0.04454805,-0.001655017282630566,-3.54663,-2033008.5371939838,-3.3446,1305319149.0,10000000000.0,10000000000.0,-76.54731,1.24251
milady-meme-coin,ladys,Milady Meme Coin,6.5952e-08,58694409,769,58694409.0,3655908.0,6.8559e-08,6.3113e-08,-2.607356168e-09,-3.80306,-2328261.012240365,-3.8154,888000888000888.0,888000888000888.0,888000888000888.0,-84.56948,8927.41177
gemini-dollar,gusd,Gemini Dollar,0.998172,58646967,771,58646967.0,2052253.0,1.009,0.991255,-0.000896893404315091,-0.08977,436168.0,0.74929,58676541.47,58676541.47,,-69.78772,27.54408
escoin-token,elg,Escoin,0.318119,58546575,770,79456642.0,2424870.0,0.326771,0.312903,-0.004881462982372242,-1.51128,-1097364.137754321,-1.83986,184209191.10459575,250000000.0,,-91.23243,48862.75942
vicicoin,vcnt,ViciCoin,22.24,58381630,773,223456203.0,181896.0,22.39,21.74,0.317828,1.45003,1227296.0,2.14734,2612665.464824181,10000000.0,10000000.0,-10.8927,436.74489
lever,lever,LeverFi,0.00166191,58199482,774,58236020.0,6368303.0,0.00172011,0.00157318,6.16e-06,0.3718,292956.0,0.50591,34978040402.24442,35000000000.0,35000000000.0,-67.98827,80.8778
neon,neon,Neon,0.301542,57823783,775,300424906.0,3557239.0,0.343062,0.288119,-0.000548119482946363,-0.18144,-286241.26290276647,-0.49258,192473333.33,1000000000.0,1000000000.0,-92.34535,462.22079
oasys,oas,Oasys,0.03101021,57809975,776,311125642.0,734521.0,0.03181069,0.03073624,-0.000126937454646418,-0.40767,-22181.99884595722,-0.03836,1858090982.0,10000000000.0,10000000000.0,-78.13097,13.97382
lto-network,lto,LTO Network,0.132104,57561611,778,57563800.0,3081014.0,0.135356,0.127261,-0.002953075924311127,-2.18653,-1451650.28854312,-2.45987,435158065.9231098,435174619.3217198,500000000.0,-85.33837,730.88123
koma-inu,koma,Koma Inu,0.091121,57484048,777,57484048.0,11842360.0,0.096737,0.089082,-0.00396496936214516,-4.16986,-2134063.975064844,-3.57956,628438549.4772336,628438549.4772336,1000000000.0,-52.43748,2780.13638
platon-network,lat,PlatON Network,0.00916708,57365728,779,93951441.0,7743571.0,0.00927934,0.00869902,0.0001353,1.49807,581526.0,1.0241,6258538539.8285,10250000000.0,,-99.37089,83.36198
dego-finance,dego,Dego Finance,2.73,57358849,780,57358849.0,6076333.0,2.85,2.68,-0.0636510835057793,-2.2799,-1373896.6025980413,-2.33923,21000000.0,21000000.0,21000000.0,-91.80969,545.09886
crown-by-third-time-games,crown,Crown by Third Time Games,0.251089,57242521,781,62957087.0,317932.0,0.268887,0.251419,-0.004556430338846729,-1.78233,-1277587.96293094,-2.18316,227307692.34,250000000.0,250000000.0,-87.11992,885.91011
aimonica-brands,aimonica,Aimonica Brands,0.057336,57190226,782,57190226.0,5432544.0,0.073434,0.050629,-0.001662108430347024,-2.81722,-1791305.7953776568,-3.03706,999989666.400845,999989666.400845,999995580.92,-37.22175,2126.56444
poollotto-finance,plt,Poollotto.finance,3.57,57085092,783,69230824.0,272.09,3.63,3.53,-0.03496288443016127,-0.96876,-202553.97938227654,-0.35357,15890954.744564982,19272000.0,,-82.68205,638.41793
propy,pro,Propy,0.981181,57047093,784,98532732.0,2157348.0,1.001,0.917686,-0.012427577636138998,-1.25075,-362906.41252945364,-0.63213,57896591.39105386,100000000.0,100000000.0,-80.93945,3135.71267
wojak,wojak,Wojak,0.000819,56836331,785,56836331.0,1900388.0,0.00086152,0.00079734,-4.1097439295944e-05,-4.77822,-3196658.0890339017,-5.32484,69420000000.0,69420000000.0,69420000000.0,-60.311,1564.93813
dolos-the-bully,bully,Dolos The Bully,0.059249,56775126,786,56775126.0,17963284.0,0.060644,0.03990413,0.00887926,17.62812,8422379.0,17.41862,960548068.54828,960548068.54828,960552599.55,-77.10551,232.27277
general-layer-btc,gl-btc,General-Layer BTC,93972.0,56383397,787,56383397.0,98.03,94025.0,92287.0,1685.18,1.82602,1105684.0,2.00023,600.0,600.0,600.0,-12.25669,42.92532
debridge,dbr,deBridge,0.03120786,56349997,788,313055420.0,21541388.0,0.03282609,0.03059031,-0.001522807360922654,-4.65254,-2569095.7526794896,-4.36038,1800000000.0,9999996162.84466,10000000000.0,-43.19022,75.39739
tokpie,tkp,TOKPIE,0.708865,56282554,789,70979724.0,27416.0,0.724065,0.688084,-0.013080416529167471,-1.81183,-1269353.731071204,-2.20558,79293847.0,100000000.0,100000000.0,-20.68628,1243465.56985
bobo-coin,bobo,BOBO Coin,8.53643e-07,56108470,790,56206791.0,1709679.0,8.94542e-07,8.42604e-07,-4.0898538831e-08,-4.57201,-3260897.1246708557,-5.49256,66368144310919.0,66484444313649.0,69000000000000.0,-75.44439,10583.54331
vapor,vapor,Vapor,0.055464,56080270,791,56080270.0,11044483.0,0.062353,0.04770815,-0.001179488591861989,-2.08231,-368974.8272878602,-0.65364,1001932831.0,1001932831.0,1001932831.0,-65.42079,16.12002
magic-internet-money,mim,Magic Internet Money (Ethereum),1.006,55417808,792,182104409.0,227735.0,1.019,0.971091,0.01464707,1.47706,-53239.4435390532,-0.09598,55611860.7491842,181520856.067461,,-15.75494,302.58173
